ASIN,ISBN,Title,AMS Spend,AMS Sales,AMS Units,Period
B01AGIOSQ2,9791027601974,The Ultimate Book of Space,771.835,4715.195,234,202302
2848019425,9782848019420,"The Ultimate Book of Vehicles: From Around the World (Ultimate Book, 1)",621.055,4652.745,229,202302
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set (Star Wars x Chronicle Books),821.05,7269.72,199,202302
179721019X,9781797210193,LEGO Minifigure Faces 1000-Piece Jigsaw Puzzle,291.26,2203.27,198,202302
2848019840,9782848019840,"The Ultimate Construction Site Book (Ultimate Book, 2)",520.91,3801.47,185,202302
1452174792,9781452174792,"Canvas One Line a Day: A Five-Year Memory Book (Yearly Memory Journal and Diary, Natural Canvas Cover)",478.13,2762.72,180,202302
1452164916,9781452164915,"After Dinner Amusements: Truth or Dare for Couples: 50 Questions and Challenges (Sexy Date Night Card Game for Couples, Naughty Adult Game for Couples)",165.47,1664.15,177,202302
1452174032,9781452174037,"The Field Guide to Dumb Birds of North America (Bird Books, Books for Bird Lovers, Humor Books)",361.6,2043.13,173,202302
1452153167,9781452153162,"Excavator’s 123: Goodnight, Goodnight, Construction Site (Counting Books for Kids, Learning to Count Books, Goodnight Book)",198.45,1195.29,172,202302
1452174474,9781452174471,"Nordic Tales: Folktales from Norway, Sweden, Finland, Iceland, and Denmark (Nordic Folklore and Stories, Illustrated Nordic Book for Teens and Adults) (Tales of)",446.22,2787.14,167,202302
1616893990,9781616893996,"The Kaufmann Mercantile Guide: How to Split Wood, Shuck an Oyster, and Master Other Simple Pleasures",384.48,2558.4,161,202302
1743793456,9781743793459,This is Home: The Art of Simple Living,667.86,6078.4,161,202302
1616893435,9781616893439,Finding Home: Shelter Dogs and Their Stories,346.15,2335.83,148,202302
179720355X,9781797203553,Prism Oracle: Tap into Your Intuition with the Magic of Color,478.15,2604.2,147,202302
1797208012,9781797208015,Men in Blazers Present Gods of Soccer: The Pantheon of the 100 Greatest Soccer Players (According to Us),473.99,3502.54,146,202302
1452126992,9781452126999,"I Wish You More (Encouragement Gifts for Kids, Uplifting Books for Graduation)",179.05,1026.77,141,202302
1452128308,9781452128306,Goodnight Darth Vader (Star Wars),179.17,1538.31,141,202302
1452164150,9781452164151,"Platters and Boards: Beautiful, Casual Spreads for Every Occasion",326.53,2257.41,141,202302
1452168660,9781452168661,Studio Ghibli: 100 Collectible Postcards: Final Frames from the Feature Films,485.43,2784.69,139,202302
1787131718,9781787131712,Little Book of House Plants and Other Greenery,312.07,1848.11,139,202302
179721134X,9781797211343,Horizontal Parenting: How to Entertain Your Kid While Lying Down,234.34,1858.56,139,202302
1452178593,9781452178592,Press Here,188.33,1078.04,138,202302
1797205099,9781797205090,"Dolly Parton, Songteller: My Life in Lyrics",325.89,3400,136,202302
811836037,9780811836036,"A Camping Spree with Mr. Magee: (Read Aloud Books, Series Books for Kids, Books for Early Readers) (Mr. Magee, MCGE)",190.46,1472.66,134,202302
1452101248,9781452101248,Plenty: Vibrant Vegetable Recipes from London's Ottolenghi,265.29,2343.59,131,202302
1452152632,9781452152639,"Nurture: A Modern Guide to Pregnancy, Birth, Early Motherhood―and Trusting Yourself and Your Body",281.13,1954.53,127,202302
1616898097,9781616898090,"Stamp Bugs (25 stamps, 2 ink colors)",564.14,2275.03,118,202302
811879542,9780811879545,Press Here (Herve Tullet),113.22,1439.34,117,202302
1797204726,9781797204727,"Construction Site: Road Crew, Coming Through! (Goodnight, Goodnight, Construc)",142.78,1411.2,113,202302
174379570X,9781743795705,Still: The Slow Home,309.7,3655.47,109,202302
811876659,9780811876650,"Ivy and Bean Boxed Set 2: (Children's Book Collection, Boxed Set of Books for Kids, Box Set of Children's Books) (Books 4-6)",331.7,1639.96,104,202302
1616898208,9781616898205,Cultivated: The Elements of Floral Style,369.02,2477.4,101,202302
811843513,9780811843515,"The Ultimate Bar Book: The Comprehensive Guide to Over 1,000 Cocktails (Cocktail Book, Bartender Book, Mixology Book, Mixed Drinks Recipe Book)",286.61,2133.7,96,202302
1452182825,9781452182827,The Rainbow Atlas: A Guide to the World's 500 Most Colorful Places,285.94,1804.05,96,202302
1616898062,9781616898069,The Architecture of Trees,1411.71,8738.91,95,202302
B07SVKRG3R,9791036313585,"Ultimate Spotlight: Trains (Ultimate Spotlight, 5)",106.15,1044.05,95,202302
1452182574,9781452182575,"Construction Site Mission: Demolition! (Goodnight, Goodnight, Construc)",210.68,1455.09,91,202302
1797212575,9781797212579,The Wild Unknown Alchemy Deck and Guidebook (Official Keepsake Box Set),576.37,3009.14,87,202302
1452150133,9781452150130,They All Saw a Cat (Brendan Wenzel),146.43,832.15,85,202302
1452138559,9781452138558,"One Love (Music Books for Children, African American Baby Books, Bob Marley Book for Kids) (Bob Marley by Chronicle Books)",89.77,647.19,81,202302
081187754X,#N/A,"Pantone Postcard Box: 100 Postcards (Pantone Color Chip Card Set, Art Postcards)",181.37,1665.69,81,202302
811870197,9780811870191,"One Line A Day: A Five-Year Memory Book (5 Year Journal, Daily Journal, Yearly Journal, Memory Journal)",237.35,1205.54,79,202302
1452142904,9781452142906,"Every Little Thing: Based on the song 'Three Little Birds' by Bob Marley (Preschool Music Books, Children Song Books, Reggae for Kids)",105.22,431.91,78,202302
1797200100,9781797200101,"After the Rain: Gentle Reminders for Healing, Courage, and Self-Love",326.67,1031.94,78,202302
1452164606,9781452164601,Celestial One Line a Day,167.8,1175.02,77,202302
1452176388,9781452176383,"Mystic Mondays Tarot: A Deck for the Modern Mystic (Tarot Cards and Guidebook Set, Card Game Gifts, Arcana Tarot Card Set)",486.01,1421.89,74,202302
1452171602,9781452171609,"Murder Most Puzzling: 20 Mysterious Cases to Solve (Murder Mystery Game, Adult Board Games, Mystery Games for Adults)",161.66,1099.02,72,202302
1648961444,9781648961441,"The Grief Deck: Rituals, Meditations, and Tools for Moving through Loss",184.59,1308.94,71,202302
1797201867,9781797201863,"Heroes: The Greek Myths Reimagined (Stephen Fry's Greek Myths, 2)",165.36,1239.99,71,202302
1784881112,9781784881115,365 Days of Art: A Creative Exercise for Every Day of the Year,183.31,958.41,69,202302
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,124.93,1028.96,69,202302
1797203851,9781797203850,SPIKE,146.25,1142.93,67,202302
2408012856,9782408012854,My Big Book of Sounds: More Than 100 Sounds,167.39,1038.7,65,202302
161689671X,9781616896713,Flower Box: 100 Postcards by 10 artists (100 botanical artworks by 10 artists in a keepsake box),318.59,1167.4,65,202302
1452178917,9781452178912,"Mythos: (Ancient Greek Mythology Book for Adults, Modern Telling of Classical Greek Myths Book) (Stephen Fry's Greek Myths, 1)",170.05,1177.47,64,202302
1452155828,9781452155821,"Three Cheers for Kid McGear!: (Family Read Aloud Books, Construction Books for Kids, Children's New Experiences Books, Stories in Verse) (Goodnight, Goodnight, Construc)",114.16,592.2,63,202302
B078X9MFG5,9791027605620,The Ultimate Book of Planet Earth,94.49,1019.97,63,202302
1568989695,9781568989693,"Thinking with Type, 2nd revised and expanded edition: A Critical Guide for Designers, Writers, Editors, & Students",111.14,700.32,61,202302
1797207601,9781797207605,Mix It Up!: Board Book Edition (Herve Tullet),154.47,471.41,59,202302
1787136612,9781787136618,"How to Make Anything Gluten-Free: Over 100 recipes for everything from home comforts to fakeaways, cakes to dessert, brunch to bread!",212.68,1538.06,58,202302
1452174466,9781452174464,Tales of Japan: Traditional Stories of Monsters and Magic,128.88,895.44,56,202302
1452179700,9781452179704,Lego Paint Party 1000 Piece Puzzle,114.35,821.64,55,202302
1797216260,9781797216263,How We Heal: Uncover Your Power and Set Yourself Free,177.2,960.85,55,202302
1743792476,9781743792476,Paris: Through a Fashion Eye,212.95,1165.47,53,202302
174379553X,9781743795538,"The Whole Fish Cookbook: New Ways to Cook, Eat and Think",173.49,1248.99,53,202302
811868656,9780811868655,"Duck! Rabbit!: (Bunny Books, Read Aloud Family Books, Books for Young Children)",69.55,595.17,52,202302
1452139970,9781452139975,"Love Is: (Illustrated Story Book about Caring for Others, Book About Love for Parents and Children, Rhyming Picture Book)",104.28,698.5,50,202302
1452144389,9781452144382,The Egyptian Book of the Dead: The Book of Going Forth by DayThe Complete Papyrus of Ani Featuring Integrated Text and Full-Color Images,153.09,1174.5,50,202302
1787138208,9781787138209,The Flower School: The Principles and Pleasures of Good Flowers,156.55,1528.31,50,202302
1787134199,9781787134195,"Chinese Takeout Cookbook: From Chop Suey to Sweet 'n' Sour, Over 70 Recipes to Re-create Your Favorites",200.79,941.93,47,202302
1784881953,9781784881955,365 Days of Drawing: Sketch and Paint Your Way Through the Creative Year,177.98,868.94,46,202302
1616897066,9781616897062,W. E. B. Du Bois's Data Portraits: Visualizing Black America,129.05,804.76,44,202302
811876446,9780811876445,"642 Things to Draw: Inspirational Sketchbook to Entertain and Provoke the Imagination (Drawing Books, Art Journals, Doodle Books, Gifts for Artist)",114.42,574.02,40,202302
1452169500,9781452169507,History as They Saw It: Iconic Moments from the Past in Color,125.07,1618.82,40,202302
1616898410,9781616898410,"The Wild Dyer: A Maker's Guide to Natural Dyes with Projects to Create and Stitch (learn how to forage for plants, prepare textiles for dyeing, and ... from coasters to a patchwork blanket)",124.45,569.62,39,202302
1797202642,9781797202648,Everyone Poops (Taro Gomi),38.3,556.53,39,202302
811874907,9780811874908,Mom's One Line a Day: A Five-Year Memory Book,149.41,577.02,38,202302
1648960723,9781648960727,Carpenters: The Musical Legacy,89.9,573.13,37,202302
1616899085,9781616899080,Chickenology: The Ultimate Encyclopedia (The Farm Animal Series),71.98,611.66,34,202302
1452156484,9781452156484,House Arrest,44.93,263.67,33,202302
1784884448,9781784884444,The Life Eclectic: Highly Unique Interior Designs from Around the World,163.84,1186.3,30,202302
1452178739,9781452178738,Tartine: A Classic Revisited68 All-New Recipes + 55 Updated Favorites,118.78,661.23,27,202302
1787130355,9781787130357,Crystals: The Modern Guide to Crystal Healing,30.65,334.53,27,202302
1797209922,9781797209920,"Masa: Techniques, Recipes, and Reflections on a Timeless Staple",144.93,755.73,27,202302
1616897163,9781616897161,Colorful World of Dinosaurs (watercolor illutrations and fun facts about 46 dinosaurs),59.83,299.75,25,202302
1616897341,9781616897345,"The Night Sky: Fifty Postcards (50 designs; archival images, NASA ephemera, photographs, and more in a gold foil stamped keepsake box;)",98.6,381.5,25,202302
1797205579,9781797205571,Southern Grit: 100+ Down-Home Recipes for the Modern Cook,149.99,448.56,24,202302
1648960235,9781648960239,Immortal Axes: Guitars That Rock,194.92,763.14,21,202302
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,34.91,312.83,21,202302
1452137358,9781452137353,Mix It Up! (Herve Tullet),60.88,247.4,20,202302
1452164622,9781452164625,Modern One Line a Day: A Five-Year Memory Book,48.55,305.2,20,202302
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,52.9,397.01,19,202302
1452145032,9781452145037,"TouchThinkLearn: ABC (Baby Board Books, Baby Touch and Feel Books, Sensory Books for Toddlers)",74.48,368.82,18,202302
1743796633,9781743796634,Take One Fish: The New School of Scale-to-Tail Cooking and Eating,22.71,358.92,18,202302
1452153930,9781452153933,Bad Girls Throughout History: 100 Remarkable Women Who Changed the World (Ann Shen Legendary Ladies Collection),52.37,304.93,17,202302
1452180067,9781452180069,"Star Spinner Tarot: (Inclusive, Diverse, LGBTQ Deck of Tarot Cards, Modern Version of Classic Tarot Mysticism)",214.5,386.8,17,202302
1784882771,9781784882778,Bitter Honey: Recipes and Stories from Sardinia,125.18,415.84,16,202302
145213779X,9781452137797,If You Come to Earth,31,229.84,16,202302
B09C5XY3FJ,9791036338793,The Ultimate Book of Water,14.91,313.44,16,202302
1452168369,9781452168364,Mindfulness Cards: Simple Practices for Everyday Life,60.92,174,15,202302
B01N1YE568,9791027603039,The Ultimate Book of Airplanes and Airports,39.31,326.89,15,202302
1797203983,9781797203980,Intuitive Eating for Every Day: 365 Daily Practices & Inspirations to Rediscover the Pleasures of Eating,47.2,163.66,14,202302
2408024617,9782408024611,Pull and Play: Pacifier (Pull and Play Books),15.94,130.06,14,202302
1452150184,9781452150185,"This Is How We Do It: One Day in the Lives of Seven Kids from around the World (Easy Reader Books, Children Around the World Books, Preschool Prep Books)",28.64,159.77,13,202302
2408029155,9782408029159,Do You Know?: Vehicles and Transportation,18.58,141.57,13,202302
145213295X,9781452132952,Letters to My Baby: Write Now. Read Later. Treasure Forever.,17.91,147.44,12,202302
811849090,9780811849098,Ivy & Bean (Book 1),11.58,62.48,11,202302
1452136467,9781452136462,Over and Under the Snow,33.8,87.89,11,202302
1452174806,9781452174808,Rainbow One Line a Day: A Five-Year Memory Book,6.87,184.45,11,202302
1787136302,9781787136304,Ahead of the Curve: Learn to Fit and Sew Amazing Clothes for Your Curves,41.55,324.39,11,202302
145214575X,9781452145754,Letters to My Grandchild: Write Now. Read Later. Treasure Forever.,33.92,148.09,11,202302
B00T3CV2VW,9791027600793,The Ultimate Book of Cities,28.48,230.89,11,202302
161689332X,9781616893323,Graphic Design: The New Basics,53.06,292.92,9,202302
1616893184,9781616893187,"The Ghost Army of World War II: How One Top-Secret Unit Deceived the Enemy with Inflatable Tanks, Sound Effects, and Other Audacious Fakery",29.67,179.92,8,202302
1616899948,9781616899943,The You Kind of Kind,24.9,119.92,8,202302
1648961711,9781648961717,Mamacita: Recipes Celebrating Life as a Mexican Immigrant in America,12.98,151.92,8,202302
1452110581,9781452110585,"I Could Pee on This: And Other Poems by Cats (Gifts for Cat Lovers, Funny Cat Books for Cat Lovers)",29.49,48.44,6,202302
2408024676,9782408024673,Do You Know?: Dinosaurs and the Prehistoric World,16.51,67.62,6,202302
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug,5.15,37.04,4,202302
1452137579,9781452137575,"642 Tiny Things to Draw: (Drawing for Kids, Drawing Books, How to Draw Books) (642 Things)",42.05,29.85,3,202302
2408019680,9782408019686,"My Big Touch-and-Feel Concepts Book (Touch-and-Feel Books, 2)",3.42,24.58,3,202302
2408024668,9782408024666,Do You Know?: Oceans and Marine Life,0.73,32.4,3,202302
081182778X,9780811827782,"Enemy Pie : (Reading Rainbow Book, Children’s Book about Kindness, Kids Books about Learning)",3.84,36.87,3,202302
1648960359,9781648960352,Fearless: Harriet Quimby A Life without Limit,23.5,34.58,2,202302
1797211676,9781797211671,"Becoming the One: Heal Your Past, Transform Your Relationship Patterns, and Come Home to Yourself",3.51,41.98,2,202302
1648960251,9781648960253,Please Wait to Be Tasted: The Lil' Deb's Oasis Cookbook,24.83,27.99,1,202302
1648961096,9781648961090,The Amazing Baby Name Book: A (Possibly) Helpful and Slightly Amusing Guide from A-Z,2.28,18.95,1,202302
1787138011,9781787138018,A Good Day to Bake: Simple Baking Recipes for Every Mood,3.66,27.99,1,202302
1797216228,9781797216225,"Stay Curious and Keep Exploring: 50 Amazing, Bubbly, and Creative Science Experiments to Do with the Whole Family",8.04,18.99,1,202302
145211384X,9781452113845,"The Bar Book: Elements of Cocktail Technique (Cocktail Book with Cocktail Recipes, Mixology Book for Bartending): Elements of Cocktail Technique",2.28,17.39,1,202302
B08RYCLS34,9791027609987,Magnetology: Animals,2.52,18.79,1,202302
1452153817,9781452153810,Letters to My Son: Write Now. Read Later. Treasure Forever.,5.55,0,0,202302
1648961134,9781648961137,"Eating Together, Being Together: Recipes, Activities, and Advice from a Chef Dad and Psychologist Mom",0.9,0,0,202302
2408029163,9782408029166,Do You Know?: Space and Sky,0.1,0,0,202302
B083WCYB37,9791027608782,#N/A,0,0,0,202302
B09C5ZKXLH,9791036338809,Alice Ate an Apple: The World of Letters,0.2,0,0,202302
811826023,9780811826020,"Peek-a Who? (Lift the Flap Books, Interactive Books for Kids, Interactive Read Aloud Books)",798.68,4473.87,759,202304
